###  1     6     11    16     21    26     31    36     41    46     51    56     61    66     71    76
 86  00000-00000  00000-00000  10000-10000  00010-00000  00000-01000  00000-00000  00000-00001  00001-10000  
 87  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  
 88  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-01000  00000-00000  00010-00000  
 89  00100-00000  01000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00010-00000  00000-10000  
 90  00000-00010  00000-00000  00000-00000  00000-00000  00000-00000  00000-00010  00000-00001  00000-00000  
 91  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  01011-00010  
 92  00000-00000  00000-00000  00000-00000  00000-00000  00000-00100  00001-00000  00000-00000  00000-00000  
 93  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  10000-10000  
 94  00010-00000  01000-00000  00000-00000  00000-00000  00000-00000  00000-00000  10000-00000  00000-00010  
 95  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00010  00000-00000  01000-00000  
 96  00000-00000  00000-01000  00001-00000  00000-00000  00000-00000  00000-00000  00100-00000  00001-00000  
 97  00000-00000  00001-00000  01000-00000  00000-00000  01000-00100  00000-00000  00000-00100  00010-00001  
 98  00000-00000  00000-00000  00000-00000  00000-00000  10000-00000  00000-00000  00100-01010  00000-00000  
 99  00000-00000  00000-00000  00000-00000  00000-00000  00000-00001  00000-00000  00000-00001  00000-00010  
100  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  01000-00001  
101  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  01000-00010  00000-00000  
102  00000-00000  00000-00000  00000-10000  00000-00000  00000-00000  00000-00100  00000-00010  00000-00000  
103  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  11000-00000  00000-00000  
104  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-01000  
105  00000-00000  10000-01000  00000-00000  00000-00000  00000-00000  00000-00000  10000-00000  00000-00000  
106  00000-10000  00000-00000  00000-00000  00010-00000  00000-00000  00000-00000  00010-00000  10000-00010  
107  00000-00000  00010-00000  00000-00000  00000-00000  00000-00000  00100-00000  01000-01000  00000-00110  
108  00000-00000  00100-00000  00000-00000  00000-00000  10000-10001  00000-00000  00010-00000  00000-00000  
109  00110-00000  00000-00000  00000-00000  00100-00000  00000-00000  00000-01000  00000-00100  00000-00000  
110  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00001  00000-00000  00001-00000  
111  00000-00000  00000-01000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  
112  00000-00000  00100-00000  00000-00000  00000-00000  00000-00000  00100-00000  00000-01000  00000-00000  
113  00000-00000  00000-00000  00000-00000  10000-10000  00000-00000  10000-00000  00000-00000  00000-00000  
114  00000-00000  01000-10000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-10000  
115  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-01000  
116  00000-00000  00000-01000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  
117  00000-00000  00000-00001  00000-00000  00000-00000  00000-00000  00000-00000  00000-10000  00000-00010  
118  00010-00000  00000-00000  00000-00000  00001-00000  00011-00000  00000-00000  10000-00000  00000-00000  
119  00000-00000  10000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00001  00000-00000  
120  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  
121  00010-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00001  
122  00000-00100  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-01000  01000-00000  
123  00100-00000  00000-00010  00100-00000  00000-00000  00000-00000  00000-10000  00000-00000  00000-10000  
124  00000-00000  00001-00000  00000-00000  00000-00000  00000-00000  00000-00000  01000-01000  00000-00000  
125  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  11000-00000  10000-00000  
126  00000-00000  11000-00000  00000-00000  00000-00000  00000-00100  00001-00000  00000-00000  00000-00000  
127  00001-00000  00000-00000  00000-00000  01000-00001  00000-00000  10000-00000  00000-00000  00000-00000  
128  00010-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00010-00001  00000-00010  
129  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00100-00000  00000-00100  
130  00010-00000  00000-00001  01000-00000  00000-00000  00000-00000  00001-00000  00000-01000  00000-00000  
131  00010-10000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00100-00000  
132  00000-00000  00000-00100  00000-00000  00000-00000  00000-00000  00000-00000  01000-00000  00000-00000  
133  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00010  00000-00000  00000-10000  
134  00000-00000  00000-00100  00000-00000  00001-10000  00000-00000  00000-00000  00001-00001  00000-00000  
135  01000-00000  01000-00000  00000-00000  00000-00000  00000-01000  00000-00000  00000-00000  00001-10101  
136  00000-00000  00000-00000  00000-00000  00000-10000  10000-01000  00000-00000  00000-00100  00000-01100  
137  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-01000  00000-00000  
138  00000-00000  00000-00000  00000-00001  00000-00100  00000-00000  00000-00000  00000-00000  00001-10000  
139  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  
140  01000-00000  00000-00000  00000-00100  00000-00000  00000-00000  00000-00000  00001-00000  00010-10000  
141  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-01000  00000-00000  
142  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00001-00000  
143  00000-00000  00000-00000  00000-00000  00000-00000  00000-10001  00000-00000  00000-00000  00000-00000  
144  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  10000-01000  
145  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  
146  00000-10000  00000-00000  00000-00000  00000-00000  00010-00000  00000-00000  00000-00000  00000-00000  
147  00000-00000  00000-00000  00000-00000  00000-10000  00000-00000  00000-00000  00000-00000  00001-00100  
148  00000-10000  00000-10110  00000-00000  00000-00100  00000-01000  00000-00000  00000-00100  00000-00001  
149  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  
150  00000-00000  00000-00000  00000-00000  00000-00000  00100-00000  00000-00000  00000-00000  00000-00110  
151  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00010-00000  00000-00000  00000-00100  
152  00000-01000  00000-00000  00000-00000  00000-10010  00000-00000  00010-00000  00100-00100  00000-00000  
153  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  
154  00000-00000  00000-00000  00000-00000  00000-00110  00000-00000  00000-00000  10000-00000  00000-00010  
155  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00001-00000  00000-00001  00000-00000  
156  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  10000-00000  00000-00000  00000-00000  
157  00000-00000  00000-00000  00000-00000  00000-00000  00100-00000  00000-00000  00010-00000  00000-00000  
158  00000-00000  00000-10000  00000-00000  00000-01010  00000-00000  00001-00000  00000-00010  00000-00100  
159  00000-00010  00000-00000  00000-00100  00000-00000  00000-00000  00000-10000  00000-01000  01000-00000  
160  00000-00000  00000-00000  00000-00000  00001-00000  00000-00000  00000-00000  00000-00000  00000-00010  
161  00000-00000  00000-00000  00010-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  
162  00000-00000  00000-00000  00000-00100  00000-01000  01000-00000  01000-01000  00000-10000  00000-00000  
163  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00010  10000-01000  
164  00000-00000  00100-00010  00000-00000  00000-00000  00000-00000  00000-00000  00000-00100  00000-00000  
165  00000-00000  00000-00000  00000-00000  00100-00010  00000-00000  00000-00000  00000-00000  00000-00001  
166  00000-00010  00000-00000  00000-00000  10000-00000  01000-00000  00000-00000  00000-00000  00000-00000  
167  00000-00000  00000-00000  00000-00000  00000-00100  10000-00000  00000-00000  00000-00001  00000-00000  
168  00000-00000  00000-00000  00000-00001  00000-00000  00000-00000  00000-00000  00000-00010  00000-00000  
169  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  01000-00000  00000-00010  00000-01100  
170  00000-00000  00000-00000  00000-00000  00001-00100  00000-00000  00000-00000  00000-00010  00000-00000  
171  00000-10000  00000-00000  00000-01000  00000-00100  00100-00000  00100-00000  00000-00000  00000-00000  
172  00000-00100  00000-00000  00000-00000  00001-00000  00000-00000  10000-00000  01010-00000  00000-00000  
173  00000-00000  00000-00000  00000-00000  00000-00000  00010-00010  00001-10000  00000-00001  00000-00000  
174  00000-01000  00000-00000  00000-00000  00010-00000  10000-00010  00000-00000  00000-00000  00000-00001  
175  00000-00000  00000-00010  00000-00000  00000-00001  00000-10000  01000-00000  01000-00000  00100-00000  
176  00000-00000  00000-00000  00000-00000  00000-10000  00100-00001  00000-00000  00000-00000  00000-00000  
177  00010-00000  00000-00000  00000-00000  00000-00001  00000-00000  00000-00000  00000-00000  00100-00000  
178  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-10000  
179  00000-01000  00100-00000  10000-00000  00000-00000  00010-10000  00100-00000  00100-00010  00000-00000  
180  00000-00000  00000-00000  00000-00000  00010-00000  00000-00000  00000-00000  00100-00000  00000-00000  
181  00000-00000  00000-00000  00000-00000  00000-00000  00101-00000  01000-00100  00000-00000  00000-00000  
182  00000-00000  00000-00000  00000-00000  00000-00000  00010-00011  00000-00000  00000-00000  00000-00000  
183  00000-00000  00000-00000  00000-00000  00000-00100  01000-00000  00000-00000  00000-00000  00100-10000  
184  00000-00000  00000-00000  00000-00000  00000-00101  10110-00000  00000-00000  00000-00000  00000-00010  
185  00000-00000  00000-00000  00000-00000  01000-00000  01000-00000  00000-00000  00000-00011  00000-01000  
186  00001-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-01000  00000-00000  00000-00000  
187  00000-10000  00000-00000  00000-00000  01010-00000  00000-00000  00100-00000  00010-00000  00001-00001  
188  00000-00000  00000-00000  00000-00000  00000-01011  11000-00000  00000-00000  00000-00000  00001-00000  
189  00010-00000  00010-00000  00000-00000  00000-00100  01001-00000  00000-00000  00000-00000  00000-00000  
190  00000-00000  00000-00010  00000-00000  00000-00100  00011-00000  00000-00000  00000-00010  00000-00000  
191  00011-01000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00010  00000-00000  00000-00000  
192  00000-00000  00000-00000  00000-00000  00001-00000  00000-00000  00000-00000  00000-00000  00000-00000  
193  00000-00000  00000-00000  00000-00000  00000-00000  10000-01000  00000-00000  00000-00000  00000-00000  
194  00000-00000  00000-00000  00000-00010  01000-00000  00000-00000  00100-10000  00000-00010  00000-00001  
195  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  01000-00000  00000-00100  
196  01000-00000  00000-00000  00000-00000  00000-10010  00000-00000  10000-00000  00000-00000  00100-00000  
197  00000-00001  00000-00000  00000-00000  00000-01010  00000-00000  00000-01010  00100-10000  00001-10000  
198  00000-00000  00000-00000  00000-00000  00000-00000  01000-00000  00000-00000  00000-00010  00000-00000  
199  00000-00000  01000-00000  00000-00000  00000-00000  10100-01100  10000-00000  00000-00110  00100-10000  
200  00000-00000  00000-00000  01000-00001  00010-00000  00000-00000  00000-10000  00010-00000  00000-00000  
201  00000-00000  00000-00100  00000-00100  00000-00000  00001-00000  00001-00000  00000-00000  00000-00000  
202  00000-01000  00000-00000  00000-00000  00000-00000  00000-00010  01000-00000  00000-00000  00000-10000  
203  00000-00000  00010-00000  00000-00001  10000-10000  01000-00010  00000-00000  00000-00000  00000-00000  
204  00000-00000  00000-00000  00000-00000  00000-00000  00100-00000  00000-01000  00000-00000  00100-10000  
205  00000-00000  00000-00000  00000-00000  01010-00000  00100-00000  00010-00000  00000-00000  00000-00000  
206  00000-00000  00000-00000  00000-01001  00000-00001  10000-00010  00000-00000  00000-10000  10000-00000  
207  00000-00000  00000-00000  00000-10000  10000-00000  00000-00100  00001-00010  00000-00000  00010-00000  
208  00000-00000  00000-00000  00000-00000  00000-00000  01000-00000  00000-00000  00000-00000  00000-00000  
209  00000-00000  01000-00000  00000-00000  00000-00001  00110-01100  00000-00000  00000-00000  00000-00000  
210  00000-00000  00010-00000  00000-00000  00000-00000  00000-00000  10000-00000  00000-11010  00000-00000  
211  00000-00000  00000-00010  00100-00100  00000-10000  00000-00000  10000-00000  00000-00000  00100-00000  
212  00000-00000  00000-00000  00000-00000  00000-00000  01000-00000  00000-00000  00000-00000  00000-00000  
213  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  10110-00000  00000-00001  00000-00000  
214  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00011-00000  00000-00000  00000-00000  
215  00001-00000  00000-00000  00000-00000  00000-00000  10000-00101  00000-00000  00000-00100  00000-00000  
216  00000-00000  00000-00000  00000-00000  00010-00000  00000-00010  00101-00010  00000-00000  00000-00001  
217  00000-00000  00000-00000  00000-00001  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  
218  00000-00010  00000-00000  00000-00000  00100-10110  00000-00010  00010-10000  10000-00000  00010-00000  
219  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  
220  00000-00000  00010-00000  00001-00000  00001-10100  00000-00000  01000-00000  00010-00000  00000-00100  
221  00000-00100  00000-00000  00010-00000  00000-01001  00000-00000  00000-00000  00001-00000  00000-00000  
222  00000-10000  01000-00000  00100-00000  00000-01000  01001-00000  00000-00100  00000-00000  00000-00000  
223  00000-00000  00000-00001  00000-00000  10000-10000  00000-00000  00000-00000  00010-00000  00000-00000  
224  00000-00000  00000-00000  00001-00000  00000-00000  00000-00000  01001-00000  00000-00000  00000-00000  
225  00000-00000  10000-00000  00000-00000  00000-00000  00000-10001  00000-00001  00000-00000  00000-00010  
226  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00100-00000  00000-00000  00000-00000  
227  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00001-00000  
228  00000-00100  00000-00000  00000-00100  00000-00000  00000-00000  01000-00000  00000-00000  00000-00000  
229  00000-00100  00000-00000  00000-00000  00000-00000  01000-00000  00000-01000  00000-00000  00000-00000  
230  00000-00100  00000-00000  00000-00000  00000-00000  00000-00000  00110-00000  00000-00000  00001-01000  
231  00000-00000  00000-00000  00000-00000  00000-10001  00000-00000  00000-01000  00000-00000  00000-00001  
232  00000-00000  00101-00000  00000-00000  00000-00000  00000-10000  00000-00000  01000-01000  10000-10000  
233  00000-00000  00010-00000  00000-00001  00000-00001  00000-00010  00001-01000  00000-00000  01000-00000  
234  00000-00000  00000-00000  00000-00000  00000-10010  00000-01000  00010-00000  00000-00000  00000-00010  
235  00000-00000  00000-00000  00000-00000  00000-00001  00000-10010  00000-00010  00000-00000  00000-00100  
236  00000-00100  00000-00000  00000-10010  10000-01000  00000-00010  00000-00000  00001-00000  00010-00000  
237  00000-00000  00000-00000  00000-00000  01001-00000  00000-00000  10010-10001  00000-00000  00000-00000  
238  00000-00000  00000-00000  00000-00001  10100-00101  00100-00000  00000-00000  00000-00001  00100-00000  
239  00000-00000  00100-00001  00000-00000  00000-10000  00000-00000  00000-01000  00000-00000  00000-00000  
240  00000-00000  00000-00000  00000-00100  01000-00000  00000-00000  00000-00100  00000-00000  00000-00000  
241  00000-00000  10000-00000  00000-00100  00000-00000  00000-00000  00000-00000  00010-00000  00000-00000  
242  00000-00000  00000-00000  00000-00001  00000-00000  00000-00100  00010-00100  00000-00001  00000-00010  
243  00000-00000  00000-00000  00000-00000  00010-00010  00010-00000  00000-00000  10000-00000  00000-01000  
244  00000-00000  00000-00000  00000-00000  00000-01000  00000-00000  00000-00010  00000-10000  00000-00000  
245  00000-01000  10000-00000  00000-00000  00000-10010  00000-00000  00101-00000  00000-00010  00000-00000  
246  00000-00001  00000-00000  00000-00000  00001-10000  00010-00000  00000-01100  00000-00000  00000-00000  
247  00000-00101  00000-00000  00000-00000  00000-00000  00000-00000  00100-00000  00000-10000  00000-00000  
248  00000-00000  00000-00000  00000-00001  00000-00001  00000-00000  10000-00000  00000-00000  00000-00000  
249  00000-00000  00000-10000  00000-00000  00010-00000  10100-01000  00000-00000  01000-10000  00000-00100  
250  00000-00000  00000-00000  00000-00000  00001-00000  00000-00000  00010-01000  00000-00000  00000-00000  
251  00000-10000  00000-00000  00000-00000  01001-01000  00011-00000  00000-00000  00000-00000  00000-00000  
252  00000-00000  00001-00000  00000-00000  00000-00000  10000-00000  00000-00010  00000-00000  00000-00000  
253  00000-00000  00100-00000  00000-00100  00000-00000  00000-00000  00000-00011  00000-00000  00000-01000  
254  00000-00000  00010-00000  00000-00000  00000-00000  00000-00000  00000-00100  00000-00000  00000-00000  
255  00000-00000  01000-00000  00000-00010  00000-10000  00000-00000  00000-00000  01000-00000  00000-00000  
256  00000-00000  00000-00000  00000-10000  00000-00000  00000-00000  00000-00000  01000-00100  00000-00001  
257  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  00000-00100  10000-00000  
258  00000-00000  00000-00000  00000-00000  00000-10000  00000-10000  00000-00000  00000-00000  00000-00000  
259  00000-10000  00000-00000  00000-00000  00000-00000  00010-00000  00001-00000  01000-00100  00000-00000  
260  00000-00001  00001-00000  00000-00100  00000-00000  00000-00000  00000-00000  00000-00000  00000-00000  
261  00000-00000  00000-00000  00000-00000  01000-00000  00000-00000  00000-00000  00000-00000  00000-00000  
262  00000-00000  00000-00000  00000-00000  10001-00000  10000-00000  00000-00000  00000-00000  00000-00100  
263  00000-10000  00000-00000  00000-00000  00000-00000  10010-00000  01000-00001  00000-00000  00000-00000  
264  00000-00000  00000-00000  00000-00001  00000-00000  00000-00000  00000-10000  00000-00000  00000-10000  
265  00000-00100  00000-00000  10000-00000  01000-00000  00000-00001  00010-10000  00000-00000  00000-00000  
266  00000-10001  00000-00000  00000-00001  00000-00000  00000-00000  10000-00010  00000-00010  00000-00000  
267  00000-00000  00000-00010  00000-00000  00000-00000  00000-00000  00000-01000  00000-00000  00000-00000  
268  00000-00000  00000-00000  00100-00010  00001-01000  00010-00000  00011-00100  00000-00000  00000-00000  
269  00000-10000  00000-00000  00000-00000  00010-00010  01000-00000  00000-00000  00000-00000  00000-00000  
270  00000-00000  00000-00000  00000-00000  00000-00000  01000-00100  00000-00000  00000-00000  00000-00000  
271  00000-00000  00000-00000  10000-00000  00001-00000  00000-00100  00000-00000  00000-00000  00000-00000  
